word,in_brown,is_name
$7.50,True,False
$70,True,False
"$70,000",True,False
$700,True,False
$720,True,False
$73.50,True,False
$740,True,False
"$740,000",True,False
$75,True,False
"$75,000,000",True,False
$75-billion,True,False
$750,True,False
"$750,000",True,False
$754,True,False
"$77,389,000",True,False
$79.89,True,False
$8,True,False
"$8,250",True,False
"$8,313,514",True,False
"$8,555",True,False
$8.00,True,False
$8.5,True,False
$8.50,True,False
$80,True,False
"$80,738",True,False
$800,True,False
"$800,000",True,False
$81,True,False
"$83,750",True,False
"$84,000,000",True,False
"$840,000",True,False
"$842,617",True,False
$85,True,False
"$85,000",True,False
"$88,000",True,False
$9,True,False
"$9,841,000",True,False
$9.2,True,False
$9.50,True,False
$90,True,False
$900,True,False
$94,True,False
&,True,False
',True,False
'',True,False
'13,True,False
'20's,True,False
'20s,True,False
'25,True,False
'30s,True,False
'31,True,False
'38,True,False
'40's,True,False
'48,True,False
'49,True,False
'50,True,False
'50's,True,False
'51,True,False
'52,True,False
'53,True,False
'54,True,False
'55,True,False
'58,True,False
'60,True,False
'60s,True,False
'61,True,False
'76,True,False
'80's,True,False
'90s,True,False
'?',True,False
'bout,True,False
'cept,True,False
'ceptin',True,False
'ello,True,False
'em,True,False
'emselves,True,False
'fess,True,False
'fore,True,False
'im,True,False
'low,True,False
'mon,True,False
'most,True,False
'n',True,False
'nother,True,False
'nough,True,False
'nuff,True,False
'pache,True,False
'round,True,False
'scuse,True,False
'stead,True,False
'tain't,True,False
'thirties,True,False
'till,True,False
'tis,True,False
'way,True,False
(,True,False
),True,False
**b,True,False
**ya,True,False
**yb,True,False
**yc,True,False
**ye,True,False
**yf,True,False
**yg,True,False
**yg-globulin,True,False
**yj,True,False
**yl,True,False
**ym,True,False
**ymg,True,False
**yp,True,False
**yr,True,False
**yt,True,False
**zg,True,False
**zq,True,False
+,True,False
",",True,False
-,True,False
--,True,False
-.10,True,False
-.5,True,False
-.50,True,False
-16-degrees,True,False
-20-degrees,True,False
-20-degrees-c,True,False
-78-degrees,True,False
-ing,True,False
-ism,True,False
.,True,False
/,True,False
/l/,True,False
/r/,True,False
0,True,False
0.001,True,False
0.002'',True,False
0.005,True,False
0.025-in.,True,False
0.039,True,False
0.043,True,False
0.075,True,False
0.080-in.,True,False
0.1,True,False
0.1-mv./m.,True,False
0.10,True,False
0.12,True,False
0.15,True,False
0.154,True,False
0.16,True,False
0.2,True,False
0.24,True,False
0.25,True,False
0.28,True,False
0.3,True,False
0.36,True,False
0.3m,True,False
0.4,True,False
0.5,True,False
0.5'',True,False
0.5-mv./m.,True,False
0.50,True,False
0.52,True,False
0.6,True,False
0.7,True,False
0.70,True,False
0.78,True,False
0.8,True,False
0.85,True,False
0.85%,True,False
0.906,True,False
0.95,True,False
035,True,False
046,True,False
05,True,False
06-05,True,False
060,True,False
0600,True,False
08,True,False
1,True,False
1%,True,False
1'',True,False
"1,000",True,False
"1,000,000",True,False
"1,018,000",True,False
"1,065",True,False
"1,080,062",True,False
"1,083,000",True,False
"1,100",True,False
"1,107",True,False
"1,119",True,False
"1,212",True,False
"1,212,000",True,False
"1,225",True,False
"1,230",True,False
"1,253",True,False
"1,257,700",True,False
"1,286",True,False
"1,338,000",True,False
"1,343",True,False
"1,400",True,False
"1,418,000",True,False
"1,419,833",True,False
"1,450",True,False
"1,450,000",True,False
"1,488",True,False
"1,500",True,False
"1,509",True,False
"1,512",True,False
"1,524",True,False
"1,525,000",True,False
"1,541,991",True,False
"1,571",True,False
"1,600",True,False
"1,700",True,False
"1,800",True,False
"1,800,000",True,False
"1,850",True,False
"1,900",True,False
1-0,True,False
1-1/2,True,False
1-1/2-inch,True,False
1-1/2-story,True,False
1-1/4'',True,False
1-3,True,False
1-6,True,False
1-701,True,False
1-a,True,False
1-degree,True,False
1-degree-c,True,False
1-hp,True,False
1-inch,True,False
1-ml,True,False
1-o,True,False
1-ton,True,False
1.0,True,False
1.0-mg.,True,False
1.00,True,False
1.07,True,False
1.09.3,True,False
1.1,True,False
1.10.1,True,False
1.10.4,True,False
1.10.8,True,False
1.2,True,False
1.23,True,False
1.24,True,False
1.25,True,False
1.25%,True,False
1.25-cm,True,False
1.5,True,False
1.58,True,False
1.8,True,False
1.8%,True,False
1/16,True,False
1/16'',True,False
1/2,True,False
1/2'',True,False
1/2-inch,True,False
1/20th,True,False
1/3,True,False
1/4,True,False
1/4'',True,False
1/4-inch,True,False
1/50th,True,False
1/8'',True,False
1/8-inch,True,False
1/c,True,False
10,True,False
10%,True,False
10'',True,False
"10,000",True,False
"10,000,000",True,False
"10,500",True,False
"10,517",True,False
10-12,True,False
10-day,True,False
10-degrees,True,False
10-degrees-c,True,False
10-foot,True,False
10-gallon,True,False
10-hour,True,False
10-m-diameter,True,False
10-milligram,True,False
10-o'clock,True,False
10-team,True,False
10-year,True,False
10-year-old,True,False
10-yr.,True,False
10.2,True,False
10.3,True,False
10.3-cm,True,False
10.4,True,False
10.6,True,False
10.6%,True,False
10.8%,True,False
100,True,False
100%,True,False
"100,000",True,False
100-200,True,False
100-brick,True,False
100-megaton,True,False
100-million-lb.,True,False
100-ton,True,False
100-yard,True,False
1000,True,False
1000-m-diameter,True,False
1001,True,False
101,True,False
101b,True,False
102,True,False
1020,True,False
1024,True,False
103,True,False
104,True,False
1040,True,False
1040a,True,False
1044,True,False
105,True,False
"105,000",True,False
105-degrees,True,False
105-degrees-f,True,False
106,True,False
"106,500",True,False
1065,True,False
1066,True,False
1068,True,False
108,True,False
109-degrees-f,True,False
10:00,True,False
10:05,True,False
10:30,True,False
10:45,True,False
10:50,True,False
10th,True,False
11,True,False
11%,True,False
"11,000",True,False
"11,330",True,False
"11,744",True,False
11-18,True,False
11-3,True,False
11-5,True,False
11-7,True,False
11-inch,True,False
11-month-old,True,False
11-shot,True,False
11-year,True,False
11-year-old,True,False
11.2,True,False
11.6,True,False
110,True,False
110-degrees,True,False
110-degrees-c,True,False
1105,True,False
111,True,False
113,True,False
114,True,False
115,True,False
1159,True,False
116,True,False
"116,000",True,False
1162,True,False
117,True,False
1184,True,False
11:00,True,False
11:20,True,False
11:30,True,False
11th,True,False
12,True,False
12%,True,False
12',True,False
12'',True,False
"12,000",True,False
"12,500",True,False
12-1/2,True,False
12-1/2-inch,True,False
12-14,True,False
12-17,True,False
12-gauge,True,False
12-inch,True,False
12-month,True,False
12-oz.,True,False
12-passenger,True,False
12-shot,True,False
12-to-one,True,False
12-year-old,True,False
12.8,True,False
120,True,False
"120,000",True,False
120-degrees,True,False
1200,True,False
1200-square-foot,True,False
121,True,False
"121,000",True,False
1213,True,False
1213-15,True,False
1215,True,False
122,True,False
"122,158",True,False
1223,True,False
123,True,False
1231,True,False
124,True,False
125,True,False
"125,000",True,False
125th,True,False
126,True,False
"126,000",True,False
127,True,False
127-mile,True,False
128,True,False
129%,True,False
1290,True,False
1298,True,False
12:00,True,False
12:01,True,False
12:50,True,False
12a,True,False
12th,True,False
13,True,False
13%,True,False
"13,200",True,False
13-1/2,True,False
13-16,True,False
13-5,True,False
13-8,True,False
13.5,True,False
13.8,True,False
13.9,True,False
13/16-inch,True,False
130,True,False
130-year,True,False
1300,True,False
1307,True,False
1310,True,False
1311,True,False
"132,000",True,False
133,True,False
135,True,False
135*0c.,True,False
137,True,False
138,True,False
139,True,False
139-foot,True,False
13th,True,False
14,True,False
14%,True,False
14-1,True,False
14-1/2,True,False
14-15,True,False
14-2,True,False
14-power,True,False
14-term,True,False
14.2,True,False
14.5,True,False
14.7,True,False
140,True,False
"140,000",True,False
"140,414",True,False
140-degrees-f,True,False
1409,True,False
141,True,False
142,True,False
143,True,False
144,True,False
145,True,False
145-pound,True,False
1450,True,False
1453,True,False
"147,000",True,False
1479,True,False
149,True,False
1492,True,False
14th,True,False
15,True,False
15%,True,False
"15,000",True,False
"15,500-lb.",True,False
15-,True,False
15-1,True,False
15-17,True,False
15-20,True,False
15-degree,True,False
15-hit,True,False
15-to-one,True,False
15-year-old,True,False
15.0,True,False
15.4,True,False
15.5,True,False
15.8,True,False
150,True,False
"150,000,000",True,False
150-milliampere,True,False
1500,True,False
151,True,False
1514,True,False
1515,True,False
1516,True,False
153,True,False
154,True,False
1540,True,False
1543,True,False
155,True,False
155-yarder,True,False
1550,True,False
1558,True,False
156,True,False
1565,True,False
157,True,False
1577,True,False
1579,True,False
158,True,False
158-pounder,True,False
1581,True,False
1582,True,False
1589,True,False
1590,True,False
1592,True,False
1593,True,False
1594-1674,True,False
1595,True,False
1596,True,False
1596/7,True,False
1597,True,False
1597/8,True,False
1598,True,False
1598/9,True,False
1599,True,False
15th,True,False
16,True,False
"16,000",True,False
16-22,True,False
16-hour,True,False
16-mesh,True,False
16-page,True,False
16-year-old,True,False
16.38,True,False
16.7,True,False
160,True,False
"160,000",True,False
160-degrees-f,True,False
160-ml.,True,False
1600,True,False
1600/1,True,False
1601,True,False
1602,True,False
1605,True,False
1607,True,False
1608,True,False
1609,True,False
161,True,False
1610,True,False
1611,True,False
1613,True,False
1615,True,False
162,True,False
"162,400",True,False
162-game,True,False
1622,True,False
1624,True,False
1625,True,False
1626,True,False
1628,True,False
1628/29,True,False
1629,True,False
1630,True,False
1631,True,False
1632,True,False
1633,True,False
1637,True,False
1638,True,False
1639,True,False
1639-40,True,False
164,True,False
1640,True,False
1642,True,False
1643,True,False
1644,True,False
165,True,False
165-unit,True,False
1655,True,False
1657,True,False
166,True,False
1665,True,False
1665.32,True,False
1667.36,True,False
1671,True,False
1678,True,False
168,True,False
1680,True,False
1687,True,False
1688,True,False
169,True,False
1690,True,False
1692,True,False
1693,True,False
16th,True,False
17,True,False
"17,000",True,False
17-1/2-inch,True,False
17.3,True,False
170,True,False
170-degrees-c,True,False
1700,True,False
1700's,True,False
1702-14,True,False
1707,True,False
1709,True,False
171,True,False
1714,True,False
172,True,False
1720,True,False
1721,True,False
1724,True,False
1727,True,False
1728,True,False
172nd,True,False
173,True,False
1730,True,False
1731,True,False
1732,True,False
1733,True,False
174,True,False
1745,True,False
1746,True,False
1747,True,False
1748,True,False
175,True,False
"175,000",True,False
1750,True,False
1751,True,False
1755,True,False
1764,True,False
1769,True,False
1769-1842,True,False
1770's,True,False
1771,True,False
1773,True,False
1774,True,False
1776,True,False
1777,True,False
1778,True,False
1780,True,False
1781,True,False
1782,True,False
1783,True,False
1785,True,False
1786,True,False
1786-1865,True,False
1787,True,False
1787-89,True,False
1788,True,False
1788-1873,True,False
1789,True,False
1789-1839,True,False
1791,True,False
1792,True,False
1793,True,False
1797,True,False
1799,True,False
17:07,True,False
17e,True,False
17th,True,False
18,True,False
18'.5,True,False
"18,792",True,False
18-1/2,True,False
18-1/2-inch,True,False
18-25,True,False
18-month,True,False
180,True,False
180-degrees,True,False
1800,True,False
1800's,True,False
1800-square-foot,True,False
1801,True,False
1802,True,False
1803,True,False
1803-1895,True,False
1804,True,False
1805-1879,True,False
1806,True,False
1807-1892,True,False
1808-1895,True,False
1810,True,False
1811,True,False
1811-1884,True,False
1812,True,False
1813,True,False
1814,True,False
1815,True,False
1816,True,False
1817,True,False
1818,True,False
1819,True,False
182,True,False
1820,True,False
1821,True,False
1822,True,False
1823,True,False
1825,True,False
1825-1826,True,False
1827,True,False
1830,True,False
1831,True,False
1832,True,False
1833,True,False
1834,True,False
1835,True,False
1837,True,False
1838,True,False
1840,True,False
1840's,True,False
1841,True,False
1843,True,False
1844,True,False
1845,True,False
1846,True,False
1847,True,False
1848,True,False
1849,True,False
185,True,False
"185,000",True,False
1850,True,False
1850's,True,False
1851,True,False
1852,True,False
1853,True,False
1854,True,False
1855,True,False
1857,True,False
1858,True,False
1859,True,False
1859-1929,True,False
185th,True,False
186,True,False
1860,True,False
1860's,True,False
1861,True,False
1862,True,False
1863,True,False
1864,True,False
1865,True,False
1866,True,False
1867,True,False
1868,True,False
1869,True,False
187-mile,True,False
187.5,True,False
1870,True,False
1870's,True,False
1871,True,False
1872,True,False
1874,True,False
1875,True,False
1876,True,False
1878,True,False
1879,True,False
188,True,False
1880-1900,True,False
1880s,True,False
1881,True,False
1881-85,True,False
1882,True,False
1883,True,False
1884,True,False
1885,True,False
1886,True,False
1887,True,False
1888,True,False
1889,True,False
189,True,False
1890,True,False
1890's,True,False
1890s,True,False
1891,True,False
1892,True,False
1893,True,False
1895,True,False
1896,True,False
1897,True,False
1897-8,True,False
1898,True,False
1899,True,False
18e,True,False
18th,True,False
18th-century,True,False
19,True,False
"19,000",True,False
"19,000,000",True,False
19-1/2,True,False
19-12,True,False
19-23,True,False
19-foot,True,False
1900,True,False
1900's,True,False
1901,True,False
1902,True,False
1903,True,False
1904,True,False
1905,True,False
1906,True,False
1907,True,False
1908,True,False
1909,True,False
1909-10,True,False
1910,True,False
1910-14,True,False
1911,True,False
1911-1912,True,False
1912,True,False
1913,True,False
1914,True,False
1914-1918,True,False
1915,True,False
1916,True,False
1917,True,False
1917-18,True,False
1918,True,False
1918-19,True,False
1919,True,False
192,True,False
1920,True,False
1920's,True,False
1920s,True,False
1921,True,False
1922,True,False
1923,True,False
1923-27,True,False
1924,True,False
1925,True,False
1926,True,False
1927,True,False
1928,True,False
1928-29,True,False
1929,True,False
1930,True,False
1930's,True,False
1930s,True,False
1931,True,False
1932,True,False
1932-33,True,False
1933,True,False
1934,True,False
1935,True,False
1935-1955,True,False
1936,True,False
1937,True,False
1938,True,False
1938-1939,True,False
1938-39,True,False
1939,True,False
1940,True,False
1940's,True,False
1940s,True,False
1941,True,False
1942,True,False
1943,True,False
1944,True,False
1945,True,False
1946,True,False
1946-52,True,False
1947,True,False
1947-49,True,False
1948,True,False
1949,True,False
195,True,False
195-page,True,False
1950,True,False
1950's,True,False
1950-1953,True,False
1950s,True,False
1951,True,False
1951-1956,True,False
1952,True,False
1952-1958,True,False
1953,True,False
1954,True,False
1955,True,False
1956,True,False
1957,True,False
1957-1958,True,False
1957b,True,False
1958,True,False
1958-60,True,False
1959,True,False
1959-1960,True,False
1959-60,True,False
196,True,False
1960,True,False
1960's,True,False
1960-1961,True,False
1960-61,True,False
1960s,True,False
1961,True,False
1961's,True,False
1961-62,True,False
1962,True,False
1963,True,False
1963-1972,True,False
1964,True,False
1965,True,False
1966,True,False
1967,True,False
1970,True,False
1970s,True,False
1971,True,False
1972,True,False
1976,True,False
198,True,False
1980,True,False
1981,True,False
1984,True,False
1986,True,False
1991,True,False
19th,True,False
19th-century,True,False
1:00,True,False
1:218,True,False
1:35,True,False
1:48,True,False
1:59.3,True,False
1a,True,False
1m,True,False
2,True,False
2%,True,False
2',True,False
2'',True,False
2's,True,False
"2,000",True,False
"2,090",True,False
"2,100",True,False
"2,200,000",True,False
"2,300",True,False
"2,417",True,False
"2,418",True,False
"2,425",True,False
"2,460",True,False
"2,489,000",True,False
"2,500",True,False
"2,700,877",True,False
"2,758",True,False
"2,800",True,False
"2,800,000",True,False
"2,887,671",True,False
"2,963",True,False
2-1/2,True,False
2-2,True,False
2-3,True,False
2-3/4,True,False
2-3/4'',True,False
2-4,True,False
2-5,True,False
2-56,True,False
2-and-2,True,False
2-baser,True,False
2-degrees-c,True,False
2-hour-and-27-minute,True,False
2-inch,True,False
2-liter,True,False
2-over-par,True,False
2-run,True,False
2-score-year,True,False
2-week,True,False
2-year-old,True,False
2-year-olds,True,False
2.0,True,False
2.1,True,False
2.1.6,True,False
2.16,True,False
2.2,True,False
2.21.6,True,False
2.26,True,False
2.295%,True,False
2.3,True,False
2.325%,True,False
2.4,True,False
2.405,True,False
2.44,True,False
2.5,True,False
2.5%,True,False
2.512,True,False
2.54,True,False
2.55,True,False
2.58,True,False
2.6,True,False
2.7,True,False
2.75,True,False
2.8,True,False
2/3,True,False
2/4,True,False
2/c,True,False
20,True,False
20%,True,False
"20,000",True,False
"20,000,000",True,False
20-22,True,False
20-25,True,False
20-cps,True,False
20-degrees-c,True,False
20-gauge,True,False
20-inch-barrel,True,False
20-megaton,True,False
20-mm,True,False
20-piece,True,False
20-to-1,True,False
20-year-old,True,False
200,True,False
"200,000",True,False
200-degrees,True,False
200-man,True,False
200-megaton,True,False
200-odd,True,False
2000,True,False
202,True,False
203,True,False
2048,True,False
205-pound,True,False
2051,True,False
206,True,False
208-pound,True,False
20th,True,False
20th-century,True,False
21,True,False
21%,True,False
21-2,True,False
21-22,True,False
21-9,True,False
21-cm,True,False
21-inch,True,False
21-year,True,False
21-year-old,True,False
21/64'',True,False
210,True,False
2100,True,False
211,True,False
2118,True,False
213,True,False
2130,True,False
214,True,False
"214,938",True,False
215,True,False
216,True,False
21st,True,False
22,True,False
22%,True,False
"22,000",True,False
"22,807",True,False
22-1/2,True,False
22-12,True,False
22-24,True,False
22-29,True,False
22-acre,True,False
22-day,True,False
22-year-old,True,False
220,True,False
220-degrees,True,False
220-yard,True,False
221-207,True,False
22111,True,False
2230,True,False
224-170,True,False
"225,000",True,False
225/hp,True,False
2269,True,False
2274,True,False
228,True,False
228-229,True,False
229,True,False
22nd,True,False
23,True,False
23-30,True,False
23-36,True,False
23-year-old,True,False
230,True,False
235,True,False
236,True,False
237%,True,False
239,True,False
23:30,True,False
23:34,True,False
23a,True,False
23d,True,False
23rd,True,False
24,True,False
24%,True,False
24'',True,False
"24,400",True,False
24-degrees,True,False
24-hour,True,False
24-hour-day,True,False
24-hr.,True,False
24-in.,True,False
24-inch,True,False
24-sheet,True,False
24-year-old,True,False
240,True,False
240-grain,True,False
242%,True,False
2433,True,False
2454,True,False
247,True,False
24th,True,False
25,True,False
25%,True,False
"25,000",True,False
"25,000,000",True,False
"25,000-man",True,False
25-30,True,False
25-cents,True,False
25-foot,True,False
25-footer,True,False
25-ft.,True,False
25-gallon,True,False
25-liter,True,False
25-mile-square,True,False
25-minute,True,False
25-year-old,True,False
25.1%,True,False
25.3,True,False
250,True,False
"250,000",True,False
250-275,True,False
2500,True,False
253,True,False
254,True,False
2544,True,False
255,True,False
256,True,False
258,True,False
25th,True,False
26,True,False
"26,500",True,False
26-2,True,False
26-28,True,False
26-year-old,True,False
26.8,True,False
260,True,False
260-member,True,False
261,True,False
265,True,False
266-366,True,False
"268,900",True,False
2688,True,False
269,True,False
26th,True,False
27,True,False
27%,True,False
"27,000",True,False
27-30,True,False
27-in.,True,False
27-year-old,True,False
270,True,False
"270,000",True,False
2705,True,False
271,True,False
272,True,False
273,True,False
2731,True,False
275,True,False
275-300,True,False
275-degrees-f,True,False
278,True,False
27th,True,False
28,True,False
28-30,True,False
280,True,False
280-yard,True,False
2809,True,False
281,True,False
2825,True,False
283,True,False
285,True,False
28th,True,False
29,True,False
29-5,True,False
29-oct.,True,False
29.2,True,False
294-degrees-k,True,False
2991,True,False
29th,True,False
2:00.2,True,False
2:00.3,True,False
2:01.1,True,False
2:01.3,True,False
2:02,True,False
2:02.2,True,False
2:02.3,True,False
2:03,True,False
2:04,True,False
2:04.2,True,False
2:05,True,False
2:05.1,True,False
2:05.2,True,False
2:05.3,True,False
2:06,True,False
2:06.1,True,False
2:06.3,True,False
2:12,True,False
2:19,True,False
2:20,True,False
2:21,True,False
2:22,True,False
2:24,True,False
2:25,True,False
2:26,True,False
2:26.2,True,False
2:28-:33,True,False
2:28-:36,True,False
2:30,True,False
2:30-:33.2,True,False
2:30-:34.3,True,False
2:30-:36,True,False
2:30.3-35.3,True,False
2:30.3-:35.3,True,False
2:30.3-:36,True,False
2:30.3-:36.1,True,False
2:31,True,False
2:31.3-:35.3,True,False
2:32,True,False
2:32.2,True,False
2:32.4,True,False
2:33,True,False
2:33.2,True,False
2:33.3,True,False
2:34,True,False
2:34-:34,True,False
2:34.2,True,False
2:35,True,False
2:36,True,False
2:37,True,False
2:37.3--:36.1,True,False
2:38,True,False
2:40,True,False
2:43.1--:38,True,False
2:46,True,False
2:67,True,False
2a,True,False
2d,True,False
2nd,True,False
3,True,False
3%,True,False
3'',True,False
3's,True,False
"3,000",True,False
"3,000-foot",True,False
"3,325",True,False
"3,399",True,False
"3,400",True,False
"3,450",True,False
"3,500",True,False
3-0,True,False
3-1/2,True,False
3-1/2'',True,False
3-10,True,False
3-3/4'',True,False
3-48,True,False
3-5,True,False
3-7/8,True,False
3-by-6-ft.,True,False
3-cm,True,False
3-foot,True,False
3-game,True,False
3-hitter,True,False
3-hp.,True,False
3-inch,True,False
3-month,True,False
3-run,True,False
3-to-3,True,False
3-to-o,True,False
3-year-old,True,False
3.0,True,False
3.03,True,False
3.1,True,False
3.10,True,False
3.1416,True,False
3.15,True,False
3.190,True,False
3.25,True,False
3.25'',True,False
3.28,True,False
3.3,True,False
3.4,True,False
3.46,True,False
3.5,True,False
3.5%,True,False
3.7,True,False
3.75,True,False
3.8,True,False
3.9,True,False
3.98,True,False
3/16'',True,False
3/4,True,False
3/64'',True,False
3/8-inch,True,False
3/8-inch-thick,True,False
30,True,False
30%,True,False
30'',True,False
"30,000",True,False
"30,000,000",True,False
30-,True,False
30-30,True,False
30-inch,True,False
30-minute,True,False
30-odd,True,False
30-piece,True,False
30-year,True,False
300,True,False
"300,000",True,False
300-450,True,False
3000,True,False
300th,True,False
302,True,False
307,True,False
30th,True,False
31,True,False
312,True,False
314,True,False
31730,True,False
3181,True,False
31978,True,False
31st,True,False
32,True,False
32*0c.,True,False
"32,000",True,False
"32,589",True,False
32-degrees-c,True,False
32-degrees-f,True,False
320,True,False
320tr,True,False
3211,True,False
3247,True,False
325,True,False
325-degrees-c,True,False
327,True,False
328,True,False
33,True,False
33-1/2,True,False
33-1/3%,True,False
33-man,True,False
330,True,False
3300,True,False
332,True,False
334,True,False
337-degrees-c,True,False
33d,True,False
34,True,False
"34,000",True,False
34-hour,True,False
34.7,True,False
340-blast,True,False
340-degrees-c,True,False
340tr,True,False
34220,True,False
343,True,False
346,True,False
348,True,False
35,True,False
35%,True,False
35-foot,True,False
35-mm.-wide,True,False
350,True,False
"350,000",True,False
3500,True,False
3505o,True,False
350th,True,False
353,True,False
354,True,False
355,True,False
357,True,False
36,True,False
36-a,True,False
36-in.,True,False
36-year-old,True,False
360,True,False
"360,000",True,False
361,True,False
362,True,False
3646,True,False
365,True,False
367,True,False
368(a)(1),True,False
369,True,False
36th,True,False
37,True,False
"37,000",True,False
"37,081",True,False
"37,470",True,False
"37,679",True,False
37-1/2,True,False
37-degrees,True,False
37-degrees-c,True,False
37-year-old,True,False
372,True,False
375,True,False
375-degrees-c,True,False
376,True,False
"379,900",True,False
37th,True,False
38,True,False
38*0,True,False
38-7,True,False
38-point,True,False
380-foot,True,False
381,True,False
381(a),True,False
381(c),True,False
381(c)(14),True,False
381(c)(16),True,False
381(c)(4),True,False
